1	536
1.06134	1072
1.1137	1608
1.16605	2144
1.20896	2680
1.22784	3216
1.26131	3752
1.28019	4288
1.29907	4824
1.31795	5360
1.33222	5896
1.35106	6432
1.38187	6968
1.41269	7504
1.4435	8040
1.47432	8576
1.50513	9112
1.53595	9648
1.56676	10184
1.59758	10720
1.62839	11256
1.65921	11792
1.69002	12328
1.72084	12864
1.75165	13400
1.78247	13936
1.81328	14472
1.8441	15008
1.87491	15544
1.90573	16080
1.93654	16616
1.96736	17152
1.99817	17688
2.02899	18224
2.0598	18760
2.09062	19296
2.12143	19832
2.15225	20368
2.18306	20904
2.21387	21440
2.24469	21976
2.2755	22512
2.30632	23048
2.33713	23584
2.36795	24120
2.39876	24656
2.42958	25192
2.46039	25728
2.49121	26264
2.52202	26800
2.55284	27336
2.58365	27872
2.61447	28408
2.64528	28944
2.6761	29480
2.70691	30016
2.73773	30552
2.76854	31088
2.79936	31624
2.83017	32160
2.86099	32696
2.8918	33232
2.92262	33768
2.95343	34304
2.98425	34840
3.01506	35376
3.04587	35912
3.07669	36448
3.1075	36984
3.13832	37520
3.16913	38056
3.19995	38592
3.23076	39128
3.26158	39664
3.29239	40200
3.32321	40736
3.35402	41272
3.38484	41808
3.41565	42344
3.44647	42880
3.47728	43416
3.5081	43952
3.53891	44488
3.56973	45024
3.60054	45560
3.63136	46096
3.66217	46632
3.69299	47168
3.7238	47704
3.75462	48240
3.78543	48776
3.81625	49312
3.84706	49848
3.87787	50384
3.90869	50920
3.9395	51456
3.97032	51992
4.00113	52528
4.03195	53064
4.06276	53600
4.09358	54136
4.12439	54672
4.15521	55208
4.18602	55744
4.21684	56280
4.24765	56816
4.27847	57352
4.30928	57888
4.3401	58424
4.37091	58960
4.40173	59496
4.43254	60032
4.46336	60568
4.49417	61104
4.52499	61640
4.5558	62176
4.58662	62712
4.61743	63248
4.64825	63784
4.67906	64320
4.70987	64856
4.74069	65392
4.7715	65928
4.80232	65932
4.83313	65936
4.86395	65940
4.89476	65944
4.92558	65948
4.95639	65952
4.98721	65956
5.01802	65960
5.04884	65964
5.07965	65968
5.11047	65972
5.14128	65976
5.1721	65980
5.20291	65984
5.23373	65988
5.26454	65992
5.29536	65996
5.32617	66000
5.35699	66004
5.3878	66008
5.41862	66012
5.44943	66016
5.48025	66020
5.51106	66024
5.54187	66028
5.57269	66032
5.6035	66036
5.63432	66040
5.66513	66044
5.69595	66048
5.72676	66052
5.75758	66056
5.78839	66060
5.81921	66064
5.85002	66068
5.88084	66072
5.91165	66076
5.94247	66080
5.97328	66084
6.0041	66088
6.03491	66092
6.06573	66096
6.09654	66100
6.12736	66104
6.15817	66108
6.18899	66112
6.2198	66116
6.25062	66120
6.28143	66124
6.31225	66128
6.34306	66132
6.37387	66136
6.40469	66140
6.4355	66144
6.46632	66148
6.49713	66152
6.52795	66156
6.55876	66160
6.58958	66164
6.62039	66168
6.65121	66172
6.68202	66176
6.71284	66180
6.74365	66184
6.77447	66188
6.80528	66192
6.8361	66196
6.86691	66200
6.89773	66204
6.92854	66208
6.95936	66212
6.99017	66216
7.02099	66220
7.0518	66224
7.08262	66228
7.11343	66232
7.14425	66236
7.17506	66240
7.20587	66244
7.23669	66248
7.2675	66252
7.29832	66256
7.32913	66260
7.35995	66264
7.39076	66268
7.42158	66272
7.45239	66276
7.48321	66280
7.51402	66284
7.54484	66288
7.57565	66292
7.60647	66296
7.63728	66300
7.6681	66304
7.69891	66308
7.72973	66312
7.76054	66316
7.79136	66320
7.82217	66324
7.85299	66328
7.8838	66332
7.91462	66336
7.94543	66340
7.97625	66344
8.00706	66348
8.03787	66352
8.06869	66356
8.0995	66360
8.13032	66364
8.16113	66368
8.19195	66372
8.22276	66376
8.25358	66380
8.28439	66384
8.31521	66388
8.34602	66392
8.37684	66396
8.40765	66400
8.43847	66404
8.46928	66408
8.5001	66412
8.53091	66416
8.56173	66420
8.59254	66424
8.62336	66428
8.65417	66432
8.68499	66436
8.7158	66440
8.74662	66444
8.77743	66448
8.80825	66452
8.83906	66456
8.86987	66460
8.90069	66464
8.9315	66468
8.96232	66472
8.99313	66476
9.02395	66480
9.05476	66484
9.08558	66488
9.11639	66492
9.14721	66496
9.17802	66500
9.20884	66504
9.23965	66508
9.27047	66512
9.30128	66516
9.3321	66520
9.36291	66524
9.39373	66528
9.42454	66532
9.45536	66536
9.48617	66540
9.51699	66544
9.5478	66548
9.57862	66552
9.60943	66556
9.64025	66560
9.67106	66564
9.70187	66568
9.73269	66572
9.7635	66576
9.79432	66580
9.82513	66584
9.85595	66588
9.88676	66592
9.91758	66596
9.94839	66600
9.97921	66604
10.01	66608
10.0408	66612
10.0717	66616
10.1025	66620
10.1333	66624
10.1641	66628
10.1949	66632
10.2257	66636
10.2565	66640
10.2874	66644
10.3182	66648
10.349	66652
10.3798	66656
