1	536
1.06134	1072
1.1137	1608
1.16605	2144
1.20896	2680
1.22784	3216
1.26131	3752
1.28019	4288
1.29907	4824
1.31795	5360
1.33683	5896
1.35571	6432
1.37459	6968
1.39347	7504
1.41235	8040
1.43123	8576
1.44243	9112
1.4608	9648
1.47917	10184
1.49754	10720
1.5159	11256
1.53427	11792
1.55264	12328
1.57101	12864
1.58965	13400
1.61343	13936
1.6372	14472
1.66097	15008
1.68474	15544
1.70851	16080
1.73228	16616
1.75605	17152
1.77983	17688
1.8036	18224
1.82737	18760
1.85114	19296
1.87491	19832
1.89868	20368
1.92245	20904
1.94623	21440
1.97	21976
1.99377	22512
2.01754	23048
2.04131	23584
2.06508	24120
2.08885	24656
2.11263	25192
2.1364	25728
2.16017	26264
2.18394	26800
2.20771	27336
2.23148	27872
2.25525	28408
2.27903	28944
2.3028	29480
2.32657	30016
2.35034	30552
2.37411	31088
2.39788	31624
2.42165	32160
2.44543	32696
2.4692	33232
2.49297	33768
2.51674	34304
2.54051	34840
2.56428	35376
2.58805	35912
2.61183	36448
2.6356	36984
2.65937	37520
2.68314	38056
2.70691	38592
2.73068	39128
2.75445	39664
2.77823	40200
2.802	40736
2.82577	41272
2.84954	41808
2.87331	42344
2.89708	42880
2.92085	43416
2.94463	43952
2.9684	44488
2.99217	45024
3.01594	45560
3.03971	46096
3.06348	46632
3.08725	47168
3.11103	47704
3.1348	48240
3.15857	48776
3.18234	49312
3.20611	49848
3.22988	50384
3.25365	50920
3.27743	51456
3.3012	51992
3.32497	52528
3.34874	53064
3.37251	53600
3.39628	54136
3.42005	54672
3.44383	55208
3.4676	55744
3.49137	56280
3.51514	56816
3.53891	57352
3.56268	57888
3.58645	58424
3.61023	58960
3.634	59496
3.65777	60032
3.68154	60568
3.70531	61104
3.72908	61640
3.75285	62176
3.77663	62712
3.8004	63248
3.82417	63784
3.84794	64320
3.87171	64856
3.89548	65392
3.91925	65928
3.94303	65932
3.9668	65936
3.99057	65940
4.01434	65944
4.03811	65948
4.06188	65952
4.08565	65956
4.10943	65960
4.1332	65964
4.15697	65968
4.18074	65972
4.20451	65976
4.22828	65980
4.25205	65984
4.27583	65988
4.2996	65992
4.32337	65996
4.34714	66000
4.37091	66004
4.39468	66008
4.41845	66012
4.44223	66016
4.466	66020
4.48977	66024
4.51354	66028
4.53731	66032
4.56108	66036
4.58485	66040
4.60863	66044
4.6324	66048
4.65617	66052
4.67994	66056
4.70371	66060
4.72748	66064
4.75125	66068
4.77503	66072
4.7988	66076
4.82257	66080
4.84634	66084
4.87011	66088
4.89388	66092
4.91765	66096
4.94143	66100
4.9652	66104
4.98897	66108
5.01274	66112
5.03651	66116
5.06028	66120
5.08405	66124
5.10783	66128
5.1316	66132
5.15537	66136
5.17914	66140
5.20291	66144
5.22668	66148
5.25045	66152
5.27423	66156
5.298	66160
5.32177	66164
5.34554	66168
5.36931	66172
5.39308	66176
5.41685	66180
5.44063	66184
5.4644	66188
5.48817	66192
5.51194	66196
5.53571	66200
5.55948	66204
5.58325	66208
5.60703	66212
5.6308	66216
5.65457	66220
5.67834	66224
5.70211	66228
5.72588	66232
5.74965	66236
5.77343	66240
5.7972	66244
5.82097	66248
5.84474	66252
5.86851	66256
5.89228	66260
5.91605	66264
5.93983	66268
5.9636	66272
5.98737	66276
6.01114	66280
6.03491	66284
6.05868	66288
6.08245	66292
6.10623	66296
6.13	66300
6.15377	66304
6.17754	66308
6.20131	66312
6.22508	66316
6.24885	66320
6.27263	66324
6.2964	66328
6.32017	66332
6.34394	66336
6.36771	66340
6.39148	66344
6.41525	66348
6.43903	66352
6.4628	66356
6.48657	66360
6.51034	66364
6.53411	66368
6.55788	66372
6.58165	66376
6.60543	66380
6.6292	66384
6.65297	66388
6.67674	66392
6.70051	66396
6.72428	66400
6.74805	66404
6.77183	66408
6.7956	66412
6.81937	66416
6.84314	66420
6.86691	66424
6.89068	66428
6.91445	66432
6.93823	66436
6.962	66440
6.98577	66444
7.00954	66448
7.03331	66452
7.05708	66456
7.08085	66460
7.10463	66464
7.1284	66468
7.15217	66472
7.17594	66476
7.19971	66480
7.22348	66484
7.24725	66488
7.27103	66492
7.2948	66496
7.31857	66500
7.34234	66504
7.36611	66508
7.38988	66512
7.41365	66516
7.43743	66520
7.4612	66524
7.48497	66528
7.50874	66532
7.53251	66536
7.55628	66540
7.58005	66544
7.60383	66548
7.6276	66552
7.65137	66556
7.67514	66560
7.69891	66564
7.72268	66568
7.74645	66572
7.77023	66576
7.794	66580
7.81777	66584
7.84154	66588
7.86531	66592
7.88908	66596
7.91285	66600
7.93663	66604
7.9604	66608
7.98417	66612
8.00794	66616
8.03171	66620
8.05548	66624
8.07925	66628
8.10303	66632
8.1268	66636
8.15057	66640
8.17434	66644
8.19811	66648
8.22188	66652
8.24565	66656
8.26943	66660
